line_item_id,order_id,order_date,customer_id,customer_name,segment,region,product_id,product_name,category,subcategory,salesperson,order_status,quantity,unit_price,discount,revenue,profit
19354,10347,2025-04-20,543,Ayaan Pillai,Potential,West,20,Women's Kurti,Apparel,Apparel,Sunita Verma,Completed,2,1543.08,0.0,3086.16,1234.66
19355,10347,2025-04-20,543,Ayaan Pillai,Potential,West,36,Desk Organizer,Office Supplies,Office Supplies,Sunita Verma,Completed,1,641.65,0.027,624.58,227.83
19356,10348,2025-04-20,548,Vivaan Patel,Potential,South,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Sunita Verma,Completed,2,1251.4,0.058,2358.69,548.57
19357,10348,2025-04-20,548,Vivaan Patel,Potential,South,21,Denim Jeans,Apparel,Apparel,Sunita Verma,Completed,1,2233.14,0.003,2227.44,835.04
19358,10348,2025-04-20,548,Vivaan Patel,Potential,South,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Sunita Verma,Completed,1,3998.31,0.093,3626.01,841.21
19359,10349,2025-04-20,587,Myra Gupta,Potential,East,17,Water Purifier,Home & Kitchen,Home & Kitchen,Anita Desai,Returned,2,13625.92,0.0,27251.85,6197.85
19360,10349,2025-04-20,587,Myra Gupta,Potential,East,25,Cotton T-Shirt Pack,Apparel,Apparel,Anita Desai,Returned,1,905.52,0.012,894.97,386.77
19361,10350,2025-04-20,677,Meera Joshi,Loyal,West,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Deepak Sharma,Completed,2,8855.88,0.147,15114.94,-1019.56
19362,10350,2025-04-20,677,Meera Joshi,Loyal,West,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,1497.55,0.059,1409.55,682.17
19363,10350,2025-04-20,677,Meera Joshi,Loyal,West,19,Men's Casual Shirt,Apparel,Apparel,Deepak Sharma,Completed,2,1311.99,0.09,2386.97,667.72
19364,10351,2025-04-20,689,Sai Verma,At Risk,South,7,Mechanical Keyboard,Electronics,Electronics,Suresh Iyer,Completed,1,7299.3,0.098,6583.03,1988.11
19365,10351,2025-04-20,689,Sai Verma,At Risk,South,9,Power Bank 20000mAh,Electronics,Electronics,Suresh Iyer,Completed,4,2466.25,0.16,8287.28,2996.16
19366,10351,2025-04-20,689,Sai Verma,At Risk,South,3,Wireless Headphones,Electronics,Electronics,Suresh Iyer,Completed,1,6205.73,0.058,5848.45,2228.21
19367,10352,2025-04-20,709,Myra Das,High Value,West,7,Mechanical Keyboard,Electronics,Electronics,Ravi Kumar,Completed,1,6758.04,0.061,6345.87,1981.62
19368,10353,2025-04-20,782,Myra Rao,Inactive,East,24,Formal Blazer,Apparel,Apparel,Suresh Iyer,Completed,1,5487.05,0.118,4840.5,1331.5
19369,10353,2025-04-20,782,Myra Rao,Inactive,East,4,Smartwatch X2,Electronics,Electronics,Suresh Iyer,Completed,2,11626.96,0.114,20597.12,5593.12
19370,10354,2025-04-20,850,Neha Das,Loyal,North,8,Wireless Mouse,Electronics,Electronics,Sunita Verma,Completed,1,1828.63,0.005,1818.73,844.03
19371,10354,2025-04-20,850,Neha Das,Loyal,North,22,Running Shoes,Apparel,Apparel,Sunita Verma,Completed,2,3693.67,0.063,6925.16,1986.68
19372,10355,2025-04-20,1010,Saanvi Kapoor,Loyal,South,8,Wireless Mouse,Electronics,Electronics,Anita Desai,Completed,2,1941.24,0.016,3820.98,1732.38
19373,10355,2025-04-20,1010,Saanvi Kapoor,Loyal,South,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Anita Desai,Completed,2,1262.39,0.0,2524.79,714.67
19374,10355,2025-04-20,1010,Saanvi Kapoor,Loyal,South,4,Smartwatch X2,Electronics,Electronics,Anita Desai,Completed,1,13486.96,0.017,13261.23,4628.35
19375,10356,2025-04-20,1086,Diya Bose,Loyal,South,22,Running Shoes,Apparel,Apparel,Sunita Verma,Completed,2,3962.0,0.074,7337.35,2046.23
19376,10357,2025-04-20,1097,Myra Reddy,Potential,North,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Kavita Menon,Completed,1,5014.96,0.076,4634.84,1255.88
19377,10357,2025-04-20,1097,Myra Reddy,Potential,North,29,Cricket Bat Pro,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,2,4256.22,0.0,8512.43,3833.87
19378,10357,2025-04-20,1097,Myra Reddy,Potential,North,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,2,1495.51,0.039,2873.14,1443.58
19379,10357,2025-04-20,1097,Myra Reddy,Potential,North,37,LED Desk Lamp,Office Supplies,Office Supplies,Kavita Menon,Completed,1,1333.28,0.095,1207.04,232.34
19380,10358,2025-04-20,1176,Aarav Mehta,Potential,Central,23,Winter Jacket,Apparel,Apparel,Kavita Menon,Completed,2,4890.58,0.048,9315.64,3017.08
19381,10359,2025-04-20,1183,Pari Chatterjee,High Value,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,1,1015.49,0.028,987.09,527.29
19382,10359,2025-04-20,1183,Pari Chatterjee,High Value,East,36,Desk Organizer,Office Supplies,Office Supplies,Sunita Verma,Completed,2,606.37,0.052,1149.67,423.67
19383,10359,2025-04-20,1183,Pari Chatterjee,High Value,East,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Sunita Verma,Completed,2,10821.62,0.047,20629.08,3931.08
19384,10360,2025-04-20,1194,Vikram Sharma,Inactive,East,20,Women's Kurti,Apparel,Apparel,Priya Nair,Completed,2,1439.42,0.0,2878.85,1184.85
19385,10360,2025-04-20,1194,Vikram Sharma,Inactive,East,5,4K Monitor 27in,Electronics,Electronics,Priya Nair,Completed,1,24706.59,0.056,23324.47,4569.47
19386,10360,2025-04-20,1194,Vikram Sharma,Inactive,East,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,1,2064.47,0.073,1913.61,885.11
19387,10360,2025-04-20,1194,Vikram Sharma,Inactive,East,2,Laptop Air 13,Electronics,Electronics,Priya Nair,Completed,1,74514.17,0.066,69560.99,12690.99
19388,10361,2025-04-20,1215,Anika Kulkarni,Loyal,East,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Kavita Menon,Completed,1,1116.55,0.059,1051.04,264.54
19389,10361,2025-04-20,1215,Anika Kulkarni,Loyal,East,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,1,8379.51,0.021,8201.51,2998.51
19390,10361,2025-04-20,1215,Anika Kulkarni,Loyal,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,1,988.01,0.117,872.67,412.87
19391,10361,2025-04-20,1215,Anika Kulkarni,Loyal,East,17,Water Purifier,Home & Kitchen,Home & Kitchen,Kavita Menon,Completed,1,13490.07,0.045,12877.41,2350.41
19392,10362,2025-04-21,48,Aarav Mehta,Loyal,North,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Manoj Rao,Completed,1,1999.98,0.082,1835.66,731.0
19393,10362,2025-04-21,48,Aarav Mehta,Loyal,North,10,Tablet 10in,Electronics,Electronics,Manoj Rao,Completed,1,33389.34,0.105,29875.06,4532.86
19394,10363,2025-04-21,54,Sai Agarwal,Potential,South,24,Formal Blazer,Apparel,Apparel,Manoj Rao,Completed,1,8523.89,0.129,7428.42,3390.46
19395,10363,2025-04-21,54,Sai Agarwal,Potential,South,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,2,6241.39,0.087,11395.93,4155.45
19396,10364,2025-04-21,66,Saanvi Sharma,High Value,East,2,Laptop Air 13,Electronics,Electronics,Suresh Iyer,Completed,1,76109.43,0.093,69054.83,12184.83
19397,10365,2025-04-21,104,Vivaan Sharma,At Risk,East,14,Electric Kettle,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,2,2051.16,0.053,3886.83,1829.83
19398,10365,2025-04-21,104,Vivaan Sharma,At Risk,East,8,Wireless Mouse,Electronics,Electronics,Manoj Rao,Completed,1,1721.98,0.115,1523.5,616.0
19399,10366,2025-04-21,166,Sai Joshi,Loyal,Central,33,Standing Desk,Office Supplies,Office Supplies,Deepak Sharma,Completed,1,22081.24,0.079,20334.02,7270.34
19400,10367,2025-04-21,212,Ananya Das,Inactive,Central,25,Cotton T-Shirt Pack,Apparel,Apparel,Kavita Menon,Completed,1,1202.93,0.009,1191.52,701.63
19401,10367,2025-04-21,212,Ananya Das,Inactive,Central,22,Running Shoes,Apparel,Apparel,Kavita Menon,Completed,1,4625.33,0.017,4544.48,2328.32
19402,10368,2025-04-21,545,Krishna Menon,High Value,North,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Sunita Verma,Completed,1,4780.0,0.081,4394.79,1665.63
19403,10368,2025-04-21,545,Krishna Menon,High Value,North,24,Formal Blazer,Apparel,Apparel,Sunita Verma,Completed,1,7788.24,0.049,7409.4,3640.56
19404,10368,2025-04-21,545,Krishna Menon,High Value,North,10,Tablet 10in,Electronics,Electronics,Sunita Verma,Completed,1,33170.62,0.171,27508.95,2166.75
19405,10369,2025-04-21,565,Kiara Rao,High Value,South,6,Bluetooth Speaker,Electronics,Electronics,Priya Nair,Completed,4,4486.07,0.053,16985.84,6403.6
19406,10369,2025-04-21,565,Kiara Rao,High Value,South,25,Cotton T-Shirt Pack,Apparel,Apparel,Priya Nair,Completed,1,1455.25,0.051,1380.84,796.03
19407,10369,2025-04-21,565,Kiara Rao,High Value,South,3,Wireless Headphones,Electronics,Electronics,Priya Nair,Completed,1,6089.58,0.031,5899.78,2279.54
19408,10369,2025-04-21,565,Kiara Rao,High Value,South,4,Smartwatch X2,Electronics,Electronics,Priya Nair,Completed,2,13292.44,0.091,24157.82,6892.06
19409,10370,2025-04-21,566,Navya Desai,At Risk,East,1,Laptop Pro 14,Electronics,Electronics,Manoj Rao,Completed,1,95106.09,0.0,95106.09,24926.09
19410,10370,2025-04-21,566,Navya Desai,At Risk,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Manoj Rao,Completed,1,930.0,0.028,904.02,444.22
19411,10371,2025-04-21,591,Aadhya Bose,High Value,South,24,Formal Blazer,Apparel,Apparel,Sunita Verma,Completed,1,8235.52,0.067,7680.89,3642.93
19412,10371,2025-04-21,591,Aadhya Bose,High Value,South,29,Cricket Bat Pro,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,1,4139.73,0.029,4019.34,1513.02
19413,10371,2025-04-21,591,Aadhya Bose,High Value,South,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,1,1081.01,0.072,1002.92,473.81
19414,10372,2025-04-21,733,Rohan Patel,High Value,Central,17,Water Purifier,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,16110.24,0.033,15582.82,5435.14
19415,10373,2025-04-21,799,Aadhya Gupta,At Risk,West,9,Power Bank 20000mAh,Electronics,Electronics,Deepak Sharma,Completed,1,2388.2,0.149,2032.08,775.71
19416,10373,2025-04-21,799,Aadhya Gupta,At Risk,West,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,1386.45,0.058,1305.97,578.6
19417,10374,2025-04-21,808,Anjali Joshi,Potential,South,33,Standing Desk,Office Supplies,Office Supplies,Kavita Menon,Completed,1,26339.01,0.119,23211.4,7616.52
19418,10375,2025-04-21,878,Ishaan Iyer,Loyal,North,7,Mechanical Keyboard,Electronics,Electronics,Ravi Kumar,Returned,2,6710.39,0.053,12712.08,4134.72
19419,10376,2025-04-21,885,Pari Menon,Potential,East,1,Laptop Pro 14,Electronics,Electronics,Manoj Rao,Completed,1,93954.3,0.0,93954.3,23774.3
19420,10376,2025-04-21,885,Pari Menon,Potential,East,5,4K Monitor 27in,Electronics,Electronics,Manoj Rao,Completed,1,26085.79,0.032,25250.62,6495.62
19421,10377,2025-04-21,937,Ishaan Das,Loyal,West,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Suresh Iyer,Completed,1,6018.19,0.05,5717.19,2278.69
19422,10377,2025-04-21,937,Ishaan Das,Loyal,West,14,Electric Kettle,Home & Kitchen,Home & Kitchen,Suresh Iyer,Completed,1,2214.75,0.133,1920.39,796.26
19423,10377,2025-04-21,937,Ishaan Das,Loyal,West,7,Mechanical Keyboard,Electronics,Electronics,Suresh Iyer,Completed,1,6817.33,0.061,6404.44,2040.19
19424,10378,2025-04-21,942,Meera Menon,Loyal,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Anita Desai,Returned,3,921.92,0.065,2585.26,1205.86
19425,10378,2025-04-21,942,Meera Menon,Loyal,East,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Anita Desai,Returned,1,4439.83,0.026,4324.26,1783.26
19426,10379,2025-04-21,992,Rahul Nair,Potential,East,17,Water Purifier,Home & Kitchen,Home & Kitchen,Sunita Verma,Completed,2,16850.95,0.069,31360.82,10306.82
19427,10379,2025-04-21,992,Rahul Nair,Potential,East,4,Smartwatch X2,Electronics,Electronics,Sunita Verma,Completed,1,11790.31,0.076,10897.41,3395.41
19428,10380,2025-04-21,1059,Saanvi Agarwal,Potential,West,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Manoj Rao,Completed,1,2040.94,0.124,1788.0,928.38
19429,10381,2025-04-21,1172,Arjun Agarwal,Potential,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,19237.28,0.069,17905.64,5791.76
19430,10382,2025-04-21,1191,Ishaan Menon,Inactive,South,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,1,1052.6,0.057,992.96,463.85
19431,10383,2025-04-21,1213,Rahul Joshi,At Risk,South,23,Winter Jacket,Apparel,Apparel,Suresh Iyer,Completed,2,7644.21,0.05,14517.95,6998.99
19432,10384,2025-04-21,1307,Priya Desai,Loyal,West,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Anita Desai,Completed,1,1997.59,0.021,1955.07,1095.44
19433,10385,2025-04-21,1337,Rahul Das,Inactive,West,4,Smartwatch X2,Electronics,Electronics,Sunita Verma,Completed,1,12530.1,0.138,10806.3,2606.8
19434,10385,2025-04-21,1337,Rahul Das,Inactive,West,24,Formal Blazer,Apparel,Apparel,Sunita Verma,Completed,2,7752.3,0.001,15482.36,7811.86
19435,10386,2025-04-22,165,Anjali Iyer,At Risk,South,33,Standing Desk,Office Supplies,Office Supplies,Priya Nair,Returned,1,27412.44,0.075,25360.05,9765.17
19436,10386,2025-04-22,165,Anjali Iyer,At Risk,South,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Priya Nair,Returned,2,8756.47,0.0,17512.95,5538.31
19437,10387,2025-04-22,218,Sai Bose,Loyal,North,22,Running Shoes,Apparel,Apparel,Anita Desai,Completed,3,5066.86,0.025,14820.6,7412.88
19438,10388,2025-04-22,263,Anjali Iyer,Potential,West,16,Induction Cooktop,Home & Kitchen,Home & Kitchen,Kavita Menon,Completed,2,3854.48,0.104,6911.07,2679.07
19439,10389,2025-04-22,458,Anika Chatterjee,Loyal,South,33,Standing Desk,Office Supplies,Office Supplies,Deepak Sharma,Completed,1,27628.44,0.0,27628.44,12033.56
19440,10389,2025-04-22,458,Anika Chatterjee,Loyal,South,6,Bluetooth Speaker,Electronics,Electronics,Deepak Sharma,Completed,1,4585.31,0.107,4095.5,1449.94
19441,10389,2025-04-22,458,Anika Chatterjee,Loyal,South,21,Denim Jeans,Apparel,Apparel,Deepak Sharma,Completed,4,3014.07,0.115,10675.17,5105.57
19442,10390,2025-04-22,475,Anjali Sharma,Potential,South,8,Wireless Mouse,Electronics,Electronics,Priya Nair,Returned,1,1999.3,0.117,1765.09,720.79
19443,10390,2025-04-22,475,Anjali Sharma,Potential,South,2,Laptop Air 13,Electronics,Electronics,Priya Nair,Returned,2,85166.95,0.144,145839.46,14953.86
19444,10390,2025-04-22,475,Anjali Sharma,Potential,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Priya Nair,Returned,4,19086.2,0.067,71244.17,22788.65
19445,10391,2025-04-22,776,Ishaan Iyer,Potential,West,4,Smartwatch X2,Electronics,Electronics,Priya Nair,Completed,1,12482.86,0.077,11519.45,3319.95
19446,10392,2025-04-22,815,Kiara Das,High Value,West,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,13972.51,0.097,12623.72,3498.47
19447,10392,2025-04-22,815,Kiara Das,High Value,West,23,Winter Jacket,Apparel,Apparel,Deepak Sharma,Completed,1,7229.25,0.02,7085.96,3515.21
19448,10393,2025-04-22,872,Rahul Pillai,High Value,South,9,Power Bank 20000mAh,Electronics,Electronics,Suresh Iyer,Completed,2,2450.97,0.038,4715.5,2069.94
19449,10393,2025-04-22,872,Rahul Pillai,High Value,South,6,Bluetooth Speaker,Electronics,Electronics,Suresh Iyer,Completed,4,4538.43,0.066,16949.98,6367.74
19450,10393,2025-04-22,872,Rahul Pillai,High Value,South,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Suresh Iyer,Completed,1,1450.93,0.1,1305.83,540.01
19451,10394,2025-04-22,910,Meera Reddy,High Value,South,8,Wireless Mouse,Electronics,Electronics,Deepak Sharma,Completed,2,1923.69,0.073,3565.54,1476.94
19452,10395,2025-04-22,917,Vikram Das,Loyal,North,20,Women's Kurti,Apparel,Apparel,Deepak Sharma,Completed,1,2135.76,0.065,1997.84,1088.12
19453,10395,2025-04-22,917,Vikram Das,Loyal,North,3,Wireless Headphones,Electronics,Electronics,Deepak Sharma,Completed,1,5960.73,0.049,5666.64,2287.68
19454,10396,2025-04-22,987,Rahul Verma,Inactive,South,37,LED Desk Lamp,Office Supplies,Office Supplies,Sunita Verma,Completed,2,2412.54,0.158,4061.24,1972.64
19455,10396,2025-04-22,987,Rahul Verma,Inactive,South,4,Smartwatch X2,Electronics,Electronics,Sunita Verma,Completed,1,13187.85,0.071,12257.49,3624.61
19456,10397,2025-04-22,1228,Saanvi Menon,Potential,Central,7,Mechanical Keyboard,Electronics,Electronics,Manoj Rao,Completed,1,6143.76,0.091,5584.96,1735.84
19457,10397,2025-04-22,1228,Saanvi Menon,Potential,Central,17,Water Purifier,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,15645.06,0.105,14007.83,3860.15
19458,10398,2025-04-22,1238,Sanjay Patel,High Value,East,6,Bluetooth Speaker,Electronics,Electronics,Manoj Rao,Completed,1,3979.28,0.0,3979.28,1680.28
19459,10398,2025-04-22,1238,Sanjay Patel,High Value,East,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Manoj Rao,Completed,2,1867.3,0.029,3625.31,2052.31
19460,10398,2025-04-22,1238,Sanjay Patel,High Value,East,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,4226.98,0.0,4226.98,1806.98
19461,10399,2025-04-22,1311,Anika Reddy,Inactive,East,29,Cricket Bat Pro,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,3,3650.63,0.006,10888.84,4354.84
19462,10400,2025-04-22,1334,Reyansh Mehta,High Value,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,3,938.45,0.05,2674.36,1294.96
19463,10400,2025-04-22,1334,Reyansh Mehta,High Value,East,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,2,1807.11,0.055,3413.87,1356.87
19464,10400,2025-04-22,1334,Reyansh Mehta,High Value,East,10,Tablet 10in,Electronics,Electronics,Sunita Verma,Completed,1,31843.22,0.0,31843.22,8248.22
19465,10401,2025-04-22,1338,Sai Patel,Loyal,West,23,Winter Jacket,Apparel,Apparel,Deepak Sharma,Completed,1,7400.33,0.067,6905.86,3335.11
19466,10402,2025-04-22,1352,Vikram Iyer,High Value,West,20,Women's Kurti,Apparel,Apparel,Ravi Kumar,Completed,1,2190.92,0.056,2068.55,1142.8
19467,10402,2025-04-22,1352,Vikram Iyer,High Value,West,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Ravi Kumar,Completed,1,14006.45,0.0,14006.45,4881.2
19468,10403,2025-04-22,1354,Krishna Chatterjee,High Value,South,21,Denim Jeans,Apparel,Apparel,Kavita Menon,Completed,1,3133.64,0.102,2815.39,1422.99
19469,10403,2025-04-22,1354,Krishna Chatterjee,High Value,South,33,Standing Desk,Office Supplies,Office Supplies,Kavita Menon,Completed,2,26733.14,0.101,48044.08,16854.32
19470,10404,2025-04-23,58,Krishna Menon,Inactive,South,34,Notebook Pack (5),Office Supplies,Office Supplies,Kavita Menon,Completed,1,625.92,0.094,567.36,358.5
19471,10404,2025-04-23,58,Krishna Menon,Inactive,South,1,Laptop Pro 14,Electronics,Electronics,Kavita Menon,Completed,1,110010.83,0.01,108868.31,28109.11
19472,10405,2025-04-23,188,Meera Sharma,High Value,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,906.95,0.086,829.19,369.39
19473,10406,2025-04-23,207,Sai Verma,Loyal,Central,5,4K Monitor 27in,Electronics,Electronics,Anita Desai,Completed,1,23947.59,0.115,21204.52,3125.32
19474,10407,2025-04-23,208,Krishna Das,Loyal,Central,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Priya Nair,Completed,1,1723.67,0.104,1543.68,785.52
19475,10407,2025-04-23,208,Krishna Das,Loyal,Central,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,1,5445.89,0.0,5445.89,2413.25
19476,10408,2025-04-23,277,Kiara Mehta,Loyal,West,34,Notebook Pack (5),Office Supplies,Office Supplies,Sunita Verma,Completed,1,585.76,0.016,576.39,378.01
19477,10408,2025-04-23,277,Kiara Mehta,Loyal,West,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,2,996.05,0.05,1893.32,888.22
19478,10409,2025-04-23,279,Meera Chatterjee,High Value,West,24,Formal Blazer,Apparel,Apparel,Ravi Kumar,Completed,1,7789.81,0.063,7299.61,3464.36
19479,10410,2025-04-23,340,Sai Pillai,Inactive,West,5,4K Monitor 27in,Electronics,Electronics,Priya Nair,Cancelled,1,27536.56,0.0,27536.56,7037.81
19480,10411,2025-04-23,415,Pari Rao,At Risk,South,1,Laptop Pro 14,Electronics,Electronics,Manoj Rao,Completed,2,111568.58,0.041,214001.81,52483.41
19481,10411,2025-04-23,415,Pari Rao,At Risk,South,5,4K Monitor 27in,Electronics,Electronics,Manoj Rao,Completed,2,29723.09,0.041,57009.53,13845.13
19482,10411,2025-04-23,415,Pari Rao,At Risk,South,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Manoj Rao,Completed,1,2067.01,0.107,1846.02,940.96
19483,10412,2025-04-23,485,Vihaan Agarwal,Inactive,West,9,Power Bank 20000mAh,Electronics,Electronics,Anita Desai,Cancelled,1,2437.2,0.059,2294.34,1037.96
19484,10413,2025-04-23,501,Kiara Iyer,Potential,East,20,Women's Kurti,Apparel,Apparel,Deepak Sharma,Completed,1,2001.48,0.015,1970.56,1123.56
19485,10414,2025-04-23,513,Aadhya Gupta,Potential,South,1,Laptop Pro 14,Electronics,Electronics,Priya Nair,Completed,2,111275.88,0.113,197321.0,35802.6
19486,10414,2025-04-23,513,Aadhya Gupta,Potential,South,19,Men's Casual Shirt,Apparel,Apparel,Priya Nair,Completed,2,1899.13,0.054,3594.24,1784.12
19487,10414,2025-04-23,513,Aadhya Gupta,Potential,South,8,Wireless Mouse,Electronics,Electronics,Priya Nair,Completed,1,1891.53,0.039,1818.57,774.27
19488,10415,2025-04-23,607,Krishna Das,Loyal,South,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,15275.15,0.012,15097.23,5489.67
19489,10416,2025-04-23,640,Reyansh Pillai,High Value,West,23,Winter Jacket,Apparel,Apparel,Anita Desai,Completed,1,7492.46,0.077,6914.05,3343.3
19490,10416,2025-04-23,640,Reyansh Pillai,High Value,West,1,Laptop Pro 14,Electronics,Electronics,Anita Desai,Completed,1,101184.45,0.03,98101.39,21396.39
19491,10417,2025-04-23,699,Krishna Sharma,Inactive,North,19,Men's Casual Shirt,Apparel,Apparel,Deepak Sharma,Completed,1,1825.48,0.052,1731.14,886.4
19492,10417,2025-04-23,699,Krishna Sharma,Inactive,North,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,4967.73,0.074,4601.1,1871.94
19493,10417,2025-04-23,699,Krishna Sharma,Inactive,North,29,Cricket Bat Pro,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,2,3965.74,0.095,7177.4,2498.84
19494,10418,2025-04-23,830,Anika Kulkarni,Inactive,North,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Priya Nair,Cancelled,1,14662.16,0.094,13285.89,5358.33
19495,10419,2025-04-23,912,Pooja Patel,Loyal,North,11,Air Fryer 4L,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,2,9459.71,0.113,16784.04,5867.4
19496,10420,2025-04-23,1107,Aadhya Menon,Loyal,South,8,Wireless Mouse,Electronics,Electronics,Priya Nair,Completed,1,1939.37,0.0,1939.37,895.07
19497,10420,2025-04-23,1107,Aadhya Menon,Loyal,South,25,Cotton T-Shirt Pack,Apparel,Apparel,Priya Nair,Completed,1,1400.19,0.079,1289.49,704.69
19498,10420,2025-04-23,1107,Aadhya Menon,Loyal,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,1,19053.1,0.148,16236.95,4123.07
19499,10420,2025-04-23,1107,Aadhya Menon,Loyal,South,34,Notebook Pack (5),Office Supplies,Office Supplies,Priya Nair,Completed,2,624.47,0.038,1201.08,783.36
19500,10421,2025-04-23,1229,Sanjay Gupta,High Value,East,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Priya Nair,Returned,2,13077.83,0.069,24343.56,7645.56
19501,10421,2025-04-23,1229,Sanjay Gupta,High Value,East,34,Notebook Pack (5),Office Supplies,Office Supplies,Priya Nair,Returned,3,531.29,0.052,1510.28,965.78
19502,10421,2025-04-23,1229,Sanjay Gupta,High Value,East,5,4K Monitor 27in,Electronics,Electronics,Priya Nair,Returned,1,24781.92,0.12,21817.3,3062.3
19503,10422,2025-04-23,1289,Pari Singh,At Risk,West,23,Winter Jacket,Apparel,Apparel,Suresh Iyer,Completed,1,7253.26,0.018,7123.4,3552.65
19504,10422,2025-04-23,1289,Pari Singh,At Risk,West,24,Formal Blazer,Apparel,Apparel,Suresh Iyer,Completed,2,7792.23,0.117,13767.06,6096.56
19505,10423,2025-04-23,1332,Sanjay Chatterjee,Potential,South,10,Tablet 10in,Electronics,Electronics,Sunita Verma,Completed,1,35770.23,0.165,29868.69,2716.89
19506,10424,2025-04-24,16,Aarav Das,Potential,South,1,Laptop Pro 14,Electronics,Electronics,Sunita Verma,Completed,2,105740.06,0.055,199807.73,38289.33
19507,10425,2025-04-24,84,Karan Verma,Loyal,North,36,Desk Organizer,Office Supplies,Office Supplies,Anita Desai,Completed,3,1059.74,0.027,3093.77,1924.13
19508,10425,2025-04-24,84,Karan Verma,Loyal,North,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,1,4503.89,0.12,3965.33,1366.13
19509,10426,2025-04-24,106,Pari Pillai,Potential,North,37,LED Desk Lamp,Office Supplies,Office Supplies,Priya Nair,Completed,2,2341.73,0.119,4127.56,2178.16
19510,10427,2025-04-24,214,Navya Kapoor,Potential,West,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Suresh Iyer,Completed,1,52334.23,0.156,44176.88,3179.38
19511,10427,2025-04-24,214,Navya Kapoor,Potential,West,36,Desk Organizer,Office Supplies,Office Supplies,Suresh Iyer,Completed,1,1066.67,0.062,1000.21,603.46
